[I 2023-12-26 11:46:26,708] A new study created in RDB with name: transformer
/home/kuangr/inoue019/.conda/envs/py39/lib/python3.9/site-packages/torch_geometric/deprecation.py:22: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
[I 2023-12-26 12:09:50,967] Trial 0 finished with values: [25986.26790917969, 30803.394847601234] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-26 19:23:38,678] Trial 11 finished with values: [22590.852330078123, 29416.3349471831] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-26 19:32:53,432] Trial 12 finished with values: [28586.923083872523, 33815.37408050709] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-26 20:09:26,786] Trial 13 finished with values: [22861.489619628905, 28602.667129731515] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-26 20:17:53,084] Trial 14 finished with values: [27708.515222742273, 30739.41941983935] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-26 21:00:44,340] Trial 15 finished with values: [22655.3019287696, 36022.58162021098] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-26 22:07:45,928] Trial 16 finished with values: [20850.084216796877, 28805.72228488116] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-26 22:50:36,310] Trial 17 finished with values: [21904.558264807776, 28391.1372096102] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-26 23:23:19,331] Trial 18 finished with values: [21144.000087890625, 28370.052899427817] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 00:33:48,003] Trial 19 finished with values: [19875.555880343232, 28230.587490028058] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 01:09:55,498] Trial 20 finished with values: [20494.45179872255, 28250.203170561454] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 02:30:15,376] Trial 21 finished with values: [20333.084073486327, 28704.114333461708] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 03:39:34,319] Trial 22 finished with values: [20202.412712402343, 28179.196564150527] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 04:27:28,484] Trial 23 finished with values: [23688.596542028412, 31419.707262200824] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 04:45:52,406] Trial 24 finished with values: [26493.032904296873, 30322.661971830985] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 05:55:07,443] Trial 25 finished with values: [22575.451612792967, 30970.436097051057] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 07:27:01,566] Trial 26 finished with values: [23323.60236222676, 29015.930727726995] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 08:46:53,237] Trial 27 finished with values: [20621.171165061547, 29263.226782301783] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 10:12:40,957] Trial 28 finished with values: [21157.079090074105, 29422.95468331865] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 12:28:29,668] Trial 29 finished with values: [21004.679236328124, 29821.316186179578] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 14:04:45,735] Trial 30 finished with values: [19378.02602263341, 29838.432537445242] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 14:28:42,741] Trial 31 finished with values: [26823.55916015625, 29854.297879071302] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-27 16:31:54,175] Trial 32 finished with values: [17607.103184441447, 33834.27528648592] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 17:11:47,607] Trial 33 finished with values: [22342.425182617186, 28622.945257482395] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 18:38:49,065] Trial 34 finished with values: [23042.73753125, 28693.958654269365] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 19:55:09,603] Trial 35 finished with values: [22043.31261754919, 28397.553659358495] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 20:13:37,065] Trial 36 finished with values: [27222.26244730982, 32675.264935337218] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 21:34:08,885] Trial 37 finished with values: [20616.268461332427, 28836.839948627312] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 21:42:47,429] Trial 38 finished with values: [26256.3369776026, 30798.55041331976] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 21:50:59,936] Trial 39 finished with values: [25175.29876660156, 29180.778732944542] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-27 23:10:40,348] Trial 40 finished with values: [19428.247645106043, 28221.97594484141] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 23:32:24,243] Trial 41 finished with values: [25606.827591796875, 29950.383348921656] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-28 01:09:12,262] Trial 42 finished with values: [22388.117027909077, 32551.77298844332] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 03:03:11,330] Trial 43 finished with values: [22023.14892889167, 32558.363837937177] and parameters: {'batch_size': 10, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 04:07:02,886] Trial 44 finished with values: [20966.519666015625, 28413.39726837588] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 05:13:27,651] Trial 45 finished with values: [23093.79812109375, 30454.184728488115] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 07:24:30,861] Trial 46 finished with values: [21621.82716845703, 29117.108831701145] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 08:45:36,449] Trial 47 finished with values: [20294.26437338217, 28901.094300176057] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 09:21:41,817] Trial 48 finished with values: [22564.208186213556, 29292.400005071937] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 10:31:49,494] Trial 49 finished with values: [19628.69766751615, 29426.06944683236] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 11:46:51,573] Trial 50 finished with values: [20481.98583154297, 28471.543862786093] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 12:32:23,001] Trial 51 finished with values: [24658.749222834493, 31586.20071415443] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 13:08:42,599] Trial 52 finished with values: [20188.720505859375, 29924.107917033452] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 13:45:31,451] Trial 53 finished with values: [22424.25403417969, 28674.563765404928] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 14:03:47,400] Trial 54 finished with values: [26879.330558341546, 29444.58562802597] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-28 14:12:04,516] Trial 55 finished with values: [24673.377225585937, 28877.127682108276] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-28 14:46:12,338] Trial 56 finished with values: [23794.70979296875, 28502.07287081866] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 16:11:52,081] Trial 57 finished with values: [21956.314385306803, 35423.59705624338] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 17:24:31,566] Trial 58 finished with values: [20774.19583569336, 33437.14894641285] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 18:31:00,008] Trial 59 finished with values: [27073.984661419232, 30300.75508740922] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-28 19:56:24,213] Trial 60 finished with values: [18684.414280266203, 31511.304822673905] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 21:24:32,087] Trial 61 finished with values: [26132.09426233355, 30690.600218002404] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 21:44:19,020] Trial 62 finished with values: [28197.464481095576, 34151.068142131226] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-28 22:51:01,909] Trial 63 finished with values: [22083.839690429686, 29055.658712037854] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 00:07:13,745] Trial 64 finished with values: [19871.142295860314, 29279.49352296641] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 00:44:06,873] Trial 65 finished with values: [22749.804630859377, 27620.638575594192] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-29 02:02:25,433] Trial 66 finished with values: [20519.204502929686, 27872.54941956426] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 03:14:12,284] Trial 67 finished with values: [21523.022184814454, 28554.120956205985] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 03:50:11,380] Trial 68 finished with values: [21284.292763222205, 28353.056515116088] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 04:42:45,898] Trial 69 finished with values: [23547.86041795076, 31217.851533878995] and parameters: {'batch_size': 10, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 05:18:27,788] Trial 70 finished with values: [22848.36385824301, 28854.710602236464] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 06:24:46,431] Trial 71 finished with values: [20901.813688476563, 29745.571220290494] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 06:35:12,318] Trial 72 finished with values: [28762.577753460402, 34505.69002347612] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-29 07:16:01,715] Trial 73 finished with values: [24054.692635742187, 28247.017811949823] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 08:29:59,224] Trial 74 finished with values: [23199.140929503723, 30223.816584197568] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 09:42:11,664] Trial 75 finished with values: [20921.775347491046, 29480.30798511774] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 11:08:11,661] Trial 76 finished with values: [20687.218927912287, 29220.9677957884] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 11:19:34,167] Trial 77 finished with values: [24930.314174804687, 28996.65780424736] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-29 12:38:56,629] Trial 78 finished with values: [21893.65655108233, 30620.28174000055] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 13:57:27,400] Trial 79 finished with values: [23218.37758974795, 30056.83876316984] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 14:34:11,829] Trial 80 finished with values: [23729.823361816405, 29026.224513094192] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-29 15:09:27,452] Trial 81 finished with values: [24611.855975848895, 32073.062693851094] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 16:41:04,612] Trial 82 finished with values: [22921.625913296884, 31062.989560402046] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 18:05:11,774] Trial 83 finished with values: [21212.104093839935, 29953.04025311537] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 18:42:31,726] Trial 84 finished with values: [21988.910705078124, 29446.216906910213] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 20:02:29,301] Trial 85 finished with values: [19190.61530444336, 27935.679178587146] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 20:50:57,890] Trial 86 finished with values: [23269.429854492188, 29598.061427156692] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 21:26:43,132] Trial 87 finished with values: [21047.874937926208, 28263.061200209067] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 21:34:59,705] Trial 88 finished with values: [27953.946490234375, 29941.487414722713] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-29 22:10:43,121] Trial 89 finished with values: [22152.183165527345, 29292.594822843308] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 23:37:59,769] Trial 90 finished with values: [21383.676183026077, 32975.547408454164] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 00:23:34,952] Trial 91 finished with values: [20745.013015625, 27626.747304137323] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 01:00:57,235] Trial 92 finished with values: [23043.172718128284, 29287.86296317947] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-30 02:34:20,061] Trial 93 finished with values: [22832.861836095406, 31930.61598334878] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 02:54:55,212] Trial 94 finished with values: [29287.05125606294, 32305.01542706678] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-30 03:02:38,202] Trial 95 finished with values: [27125.841228515626, 30193.379057548416] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-30 03:10:51,904] Trial 96 finished with values: [26877.96543002964, 30077.60323194047] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-30 03:48:22,148] Trial 97 finished with values: [23918.893060907587, 31071.28339740592] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-30 04:59:51,632] Trial 98 finished with values: [21408.00997872873, 28168.095228168328] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 07:21:00,898] Trial 99 finished with values: [24847.768123046873, 30555.446646676937] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 09:50:34,645] Trial 100 finished with values: [20324.160151855467, 28159.747042803698] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 10:26:05,012] Trial 101 finished with values: [25120.481627929687, 32260.486644476234] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
slurmstepd: error: *** JOB 78093432 ON aga19 CANCELLED AT 2023-12-30T11:46:29 DUE TO TIME LIMIT ***
