[I 2023-12-26 11:46:09,257] A new study created in RDB with name: GATv2Conv
/home/kuangr/inoue019/.conda/envs/py39/lib/python3.9/site-packages/torch_geometric/deprecation.py:22: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
[I 2023-12-26 13:53:46,582] Trial 0 finished with values: [22314.080096066453, 30341.865569378697] and parameters: {'batch_size': 10, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 07:01:48,494] Trial 28 finished with values: [24713.908315053333, 29523.630120935573] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-27 08:29:30,681] Trial 29 finished with values: [24481.83272150702, 32041.364191604873] and parameters: {'batch_size': 10, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 08:37:57,814] Trial 30 finished with values: [26668.635034692896, 30862.861591177927] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 08:46:27,645] Trial 31 finished with values: [25683.39092192779, 30377.873389015735] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-27 09:54:45,040] Trial 32 finished with values: [20987.158469482423, 29036.224664392605] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 11:14:14,223] Trial 33 finished with values: [21064.65130834961, 29298.34357119278] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 11:22:02,471] Trial 34 finished with values: [24662.234170694133, 29472.741418972822] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-27 12:32:00,673] Trial 35 finished with values: [19715.099583714575, 29260.354027546626] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 13:29:08,095] Trial 36 finished with values: [22689.873248972985, 30331.885481451864] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 14:33:27,435] Trial 37 finished with values: [24325.03603200794, 31879.850272140935] and parameters: {'batch_size': 10, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 14:48:15,971] Trial 38 finished with values: [25073.571314453126, 29740.722147337146] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-27 15:58:58,941] Trial 39 finished with values: [25075.556618385963, 32735.940938600354] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 16:56:56,567] Trial 40 finished with values: [25549.71194984763, 31978.032736309506] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 17:20:04,800] Trial 41 finished with values: [23330.12684375, 29905.228543133802] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-27 19:38:44,721] Trial 42 finished with values: [19600.82911743164, 30139.144434969192] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 21:54:22,336] Trial 43 finished with values: [20463.460263183595, 29249.792528609156] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 23:11:50,959] Trial 44 finished with values: [21054.350611328126, 29890.933249889964] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 01:27:35,382] Trial 45 finished with values: [19146.431702332215, 30069.047799983495] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 03:22:35,242] Trial 46 finished with values: [24514.21461735528, 32251.354916157696] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 05:29:43,503] Trial 47 finished with values: [19962.234439517644, 28970.632355810892] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 05:49:40,444] Trial 48 finished with values: [27478.241017140186, 30594.043506890954] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-28 06:01:34,821] Trial 49 finished with values: [27196.251373816547, 31899.722334522314] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-28 08:22:01,927] Trial 50 finished with values: [22122.739410797516, 28049.840930347713] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 10:48:28,227] Trial 51 finished with values: [19548.069429292573, 33078.18107669454] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 13:05:55,177] Trial 52 finished with values: [20868.699019042968, 28233.596542143485] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 15:04:08,077] Trial 53 finished with values: [25090.43691377407, 31746.837003546247] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 15:15:52,131] Trial 54 finished with values: [26193.44980209161, 32278.31777867894] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-28 17:37:36,582] Trial 55 finished with values: [19246.805049560546, 29929.8115234375] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 19:39:55,930] Trial 56 finished with values: [21687.506533691405, 30468.382537411973] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 20:56:15,876] Trial 57 finished with values: [20845.56719921875, 30990.479904819542] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 21:15:41,071] Trial 58 finished with values: [24768.921328799504, 29222.639772227114] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-28 21:39:53,124] Trial 59 finished with values: [23577.084309162678, 28631.757299288896] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-29 00:14:06,361] Trial 60 finished with values: [19153.398955229644, 30477.851621815855] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 00:41:17,296] Trial 61 finished with values: [26079.57077585398, 31101.15465062101] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-29 03:18:24,924] Trial 62 finished with values: [20542.646929400104, 33318.9130893761] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 06:03:43,621] Trial 63 finished with values: [19305.45363136574, 29580.63655283753] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 06:25:47,710] Trial 64 finished with values: [24734.213056998964, 29837.7311981546] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-29 07:24:20,725] Trial 65 finished with values: [22153.278411425254, 31828.959429207494] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 08:41:41,135] Trial 66 finished with values: [19158.7261859027, 30182.923955353213] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 11:09:57,875] Trial 67 finished with values: [20914.30305078125, 29273.01874724912] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 12:18:10,609] Trial 68 finished with values: [25658.502946797875, 30106.730463405114] and parameters: {'batch_size': 10, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 13:35:09,628] Trial 69 finished with values: [20623.64633652207, 28493.01601614079] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-29 16:04:26,446] Trial 70 finished with values: [20045.260303516407, 28055.399752764635] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 16:29:08,732] Trial 71 finished with values: [23652.43818261719, 28755.16543794014] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-29 18:51:55,450] Trial 72 finished with values: [19179.795, 29825.486616967428] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 21:31:21,780] Trial 73 finished with values: [22261.76025292871, 31180.323689205547] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 23:53:33,168] Trial 74 finished with values: [20165.710431396485, 30259.147674130723] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 01:15:56,267] Trial 75 finished with values: [20873.036514648436, 28913.928931007922] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-30 01:32:15,748] Trial 76 finished with values: [26078.207943359375, 29999.056874449823] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-30 02:48:41,096] Trial 77 finished with values: [23092.746847677758, 31665.503646635672] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-30 03:14:01,149] Trial 78 finished with values: [24135.352637916236, 30257.739326584506] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-30 04:09:59,668] Trial 79 finished with values: [20245.24852270234, 29607.64473763159] and parameters: {'batch_size': 10, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 06:41:02,814] Trial 80 finished with values: [20278.713874274665, 30100.451221734704] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 07:49:54,833] Trial 81 finished with values: [23280.27658594977, 30512.335144560217] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 09:01:06,747] Trial 82 finished with values: [19717.94685070801, 28181.483343419895] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 10:14:55,428] Trial 83 finished with values: [20887.329386026653, 31039.66845531195] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
slurmstepd: error: *** JOB 78093430 ON aga38 CANCELLED AT 2023-12-30T11:45:59 DUE TO TIME LIMIT ***
